Initialised
         12256924 function calls (12247285 primitive calls) in 24.889 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 rcsetup.py:468(validate_whiskers)
       16    0.000    0.000    0.000    0.000 pyparsing.py:673(__iadd__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
       66    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:24(TextToPath)
       49    0.000    0.000    0.000    0.000 pyparsing.py:421(__getitem__)
       86    0.000    0.000    0.000    0.000 rcsetup.py:201(validate_int)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       10    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
      122    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 table.py:204(Table)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2453(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:792(<dictcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
      181    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
       95    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1113(ParserElement)
        2    0.000    0.000    0.000    0.000 __init__.py:666(get_candidate_paths)
        1    0.000    0.000    0.000    0.000 __init__.py:1120(<listcomp>)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       98    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        9    0.000    0.000    0.000    0.000 typing.py:498(__init__)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4170(__str__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4718(_escapeRegexRangeChars)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4910(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1298(addParseAction)
      137    0.000    0.000    0.000    0.000 pyparsing.py:2083(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 inspect.py:2390(_ParameterKind)
        1    0.000    0.000    0.000    0.000 __init__.py:1078(<listcomp>)
        6    0.000    0.000    0.000    0.000 core.py:1145(__init__)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 pytables.py:3805(LegacyTable)
        1    0.000    0.000    0.000    0.000 formsubplottool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:203(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2084(IdentityTransform)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2042(__invert__)
      148    0.000    0.000    0.000    0.000 rcsetup.py:52(func)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
        6    0.000    0.000    0.000    0.000 pathlib.py:1153(stat)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       33    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
      199    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.000    0.000 colors.py:73(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:590(_get_xdg_cache_dir)
        6    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
      159    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 indexing.py:1519(_LocIndexer)
       26    0.000    0.000    0.000    0.000 typing.py:654(_check_generic)
        1    0.000    0.000    0.000    0.000 patches.py:3901(FancyArrowPatch)
       15    0.000    0.000    0.000    0.000 docstring.py:84(__call__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1718(_parse_hextet)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1866(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
       88    0.000    0.000    0.000    0.000 traceback.py:290(walk_stack)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       17    0.000    0.000    0.000    0.000 enum.py:312(__getattr__)
       96    0.000    0.000    0.000    0.000 ops.py:162(make_invalid_op)
        2    0.000    0.000    0.000    0.000 config.py:226(__call__)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
      101    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       92    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       20    0.000    0.000    0.000    0.000 ops.py:1638(_arith_method_PANEL)
        1    0.000    0.000    0.000    0.000 __init__.py:210(<listcomp>)
        1    0.000    0.000    0.000    0.000 bsr.py:23(bsr_matrix)
        1    0.000    0.000    0.000    0.000 geo.py:268(AitoffAxes)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2413(FancyBboxPatch)
       11    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:323(_get_typecodes)
        2    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
       19    0.000    0.000    0.000    0.000 pathlib.py:691(__str__)
        1    0.000    0.000    0.000    0.000 generic.py:8873(_add_series_only_operations)
        2    0.000    0.000    0.000    0.000 typing.py:805(_subs_tree)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 geo.py:442(LambertAxes)
       56    0.000    0.000    0.000    0.000 patches.py:1919(_register_style)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3982(__init__)
       14    0.000    0.000    0.000    0.000 rcsetup.py:178(validate_axisbelow)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:390(_logged_cached)
       15    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
       86    0.000    0.000    0.000    0.000 textwrap.py:476(predicate)
      231    0.000    0.000    0.000    0.000 enum.py:594(name)
      264    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 datetimes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:128(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3458(<genexpr>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4934(<genexpr>)
        4    0.000    0.000    0.000    0.000 ssl.py:360(__new__)
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        6    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2923(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
      242    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       21    0.000    0.000    0.000    0.000 ops.py:1756(_arith_method_SPARSE_SERIES)
        2    0.000    0.000    0.000    0.000 config.py:96(_get_option)
        5    0.000    0.000    0.000    0.000 decorator.py:152(update)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:1544(isEnabledFor)
       22    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(decorating_function)
        1    0.000    0.000    0.000    0.000 numeric.py:2171(identity)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 category.py:794(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 base.py:4614(_add_comparison_methods)
      211    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
        1    0.000    0.000    0.000    0.000 geo.py:368(MollweideAxes)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 collections.py:1026(RegularPolyCollection)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3230(__init__)
       27    0.000    0.000    0.000    0.000 __init__.py:956(is_url)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:332(<dictcomp>)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
      229    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 geo.py:319(HammerAxes)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1365(AnnotationBbox)
       89    0.000    0.000    0.000    0.000 docstring.py:98(do_copy)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3847(__str__)
      101    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:96(_str_xmin)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
       36    0.000    0.000    0.000    0.000 accessor.py:86(_create_delegator_method)
      100    0.000    0.000    0.000    0.000 common.py:89(is_object_dtype)
        7    0.000    0.000    0.000    0.000 config.py:797(is_one_of_factory)
        1    0.000    0.000    0.000    0.000 typing.py:686(_Union)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:38(Tick)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1534(Arc)
        1    0.000    0.000    0.000    0.000 pyplot.py:1801(colormaps)
      101    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 core.py:6284(__array_finalize__)
       66    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2891(__enter__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       16    0.000    0.000    0.000    0.000 pathlib.py:282(splitroot)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        5    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 offsets.py:2335(Day)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
        1    0.000    0.000    0.000    0.000 text.py:109(Text)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5885(Japanese)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
      101    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1961(timezone)
       17    0.000    0.000    0.000    0.000 enum.py:65(__init__)
       25    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        4    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       94    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
      211    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
      145    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:157(Int64Index)
        1    0.000    0.000    0.000    0.000 category.py:849(_add_accessors)
        1    0.000    0.000    0.000    0.000 timeit.py:51(<module>)
        4    0.000    0.000    0.000    0.000 common.py:227(is_datetimetz)
       74    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
        1    0.000    0.000    0.000    0.000 formlayout.py:55(ColorButton)
